subject,activity,har_label,is_fall,in_har,mmwave_path,imu_path,start_time,n_reps,cut_timestamps
4,stagger,11,0,1,node_1/mmWave/data/20240525124458_node_1_modality_mmwave_subject_4_activity_stagger_trial_12.pickle,imu/20240525124453_node_1_modality_imu.pickle,2024-05-25 12:44:56.048,11,"['2024-05-25 12.45.00.731', '2024-05-25 12.45.08.198', '2024-05-25 12.45.15.731', '2024-05-25 12.45.23.048', '2024-05-25 12.45.31.039', '2024-05-25 12.45.37.823', '2024-05-25 12.45.45.739', '2024-05-25 12.45.53.281', '2024-05-25 12.46.01.889', '2024-05-25 12.46.09.806', '2024-05-25 12.46.17.423']"
4,stretchoneself,8,0,1,node_1/mmWave/data/20240525135252_node_1_modality_mmwave_subject_4_activity_stretchoneself_trial_6.pickle,imu/20240525135249_node_1_modality_imu.pickle,2024-05-25 13:52:51.298,11,"['2024-05-25 13.52.55.823', '2024-05-25 13.53.02.864', '2024-05-25 13.53.09.573', '2024-05-25 13.53.16.414', '2024-05-25 13.53.22.214', '2024-05-25 13.53.28.864', '2024-05-25 13.53.34.531', '2024-05-25 13.53.40.264', '2024-05-25 13.53.45.223', '2024-05-25 13.53.51.081', '2024-05-25 13.53.57.989']"
5,sit,0,0,1,node_1/mmWave/data/20240525154901_node_1_modality_mmwave_subject_5_activity_sit_trial_2.pickle,imu/20240525154859_node_1_modality_imu.pickle,2024-05-25 15:49:01.359,11,"['2024-05-25 15.49.03.675', '2024-05-25 15.49.10.942', '2024-05-25 15.49.18.642', '2024-05-25 15.49.25.559', '2024-05-25 15.49.32.900', '2024-05-25 15.49.39.959', '2024-05-25 15.49.46.584', '2024-05-25 15.49.53.425', '2024-05-25 15.50.02.125', '2024-05-25 15.50.09.467', '2024-05-25 15.50.16.017']"
5,walk,1,0,1,node_1/mmWave/data/20240525155254_node_1_modality_mmwave_subject_5_activity_walk_trial_1.pickle,imu/20240525155251_node_1_modality_imu.pickle,2024-05-25 15:52:52.862,11,"['2024-05-25 15.52.56.045', '2024-05-25 15.53.05.078', '2024-05-25 15.53.17.445', '2024-05-25 15.53.26.378', '2024-05-25 15.53.36.362', '2024-05-25 15.53.45.212', '2024-05-25 15.53.54.145', '2024-05-25 15.54.04.895', '2024-05-25 15.54.15.070', '2024-05-25 15.54.26.953', '2024-05-25 15.54.37.695']"
5,bow,3,0,1,node_1/mmWave/data/20240525155807_node_1_modality_mmwave_subject_5_activity_bow_trial_1.pickle,imu/20240525155804_node_1_modality_imu.pickle,2024-05-25 15:58:06.358,11,"['2024-05-25 15.58.09.791', '2024-05-25 15.58.15.433', '2024-05-25 15.58.20.908', '2024-05-25 15.58.26.333', '2024-05-25 15.58.31.416', '2024-05-25 15.58.37.108', '2024-05-25 15.58.42.749', '2024-05-25 15.58.47.391', '2024-05-25 15.58.53.033', '2024-05-25 15.58.59.791', '2024-05-25 15.59.03.983']"
5,sleep,2,0,1,node_1/mmWave/data/20240525160051_node_1_modality_mmwave_subject_5_activity_sleep_trial_1.pickle,imu/20240525160048_node_1_modality_imu.pickle,2024-05-25 16:00:50.686,12,"['2024-05-25 16.00.55.619', '2024-05-25 16.01.00.061', '2024-05-25 16.01.05.611', '2024-05-25 16.01.11.302', '2024-05-25 16.01.17.377', '2024-05-25 16.01.21.819', '2024-05-25 16.01.26.194', '2024-05-25 16.01.32.269', '2024-05-25 16.01.39.194', '2024-05-25 16.01.45.994', '2024-05-25 16.01.53.636', '2024-05-25 16.01.59.252']"
5,jog,10,0,1,node_1/mmWave/data/20240525161030_node_1_modality_mmwave_subject_5_activity_jog_trial_1.pickle,imu/20240525161028_node_1_modality_imu.pickle,2024-05-25 16:10:29.261,11,"['2024-05-25 16.10.33.502', '2024-05-25 16.10.40.311', '2024-05-25 16.10.49.927', '2024-05-25 16.10.58.844', '2024-05-25 16.11.07.927', '2024-05-25 16.11.18.152', '2024-05-25 16.11.26.894', '2024-05-25 16.11.36.069', '2024-05-25 16.11.46.552', '2024-05-25 16.11.55.636', '2024-05-25 16.12.03.677']"
5,falldown,-1,1,0,node_1/mmWave/data/20240525161700_node_1_modality_mmwave_subject_5_activity_falldown_trial_2.pickle,imu/20240525161657_node_1_modality_imu.pickle,2024-05-25 16:16:59.314,11,"['2024-05-25 16.17.03.305', '2024-05-25 16.17.09.539', '2024-05-25 16.17.17.314', '2024-05-25 16.17.25.230', '2024-05-25 16.17.32.539', '2024-05-25 16.17.39.572', '2024-05-25 16.17.46.347', '2024-05-25 16.17.52.914', '2024-05-25 16.18.00.089', '2024-05-25 16.18.05.389', '2024-05-25 16.18.12.430']"
5,squat,5,0,1,node_1/mmWave/data/20240525163620_node_1_modality_mmwave_subject_5_activity_squat_trial_1.pickle,imu/20240525163617_node_1_modality_imu.pickle,2024-05-25 16:36:19.103,11,"['2024-05-25 16.36.22.686', '2024-05-25 16.36.26.503', '2024-05-25 16.36.30.419', '2024-05-25 16.36.34.644', '2024-05-25 16.36.39.369', '2024-05-25 16.36.44.153', '2024-05-25 16.36.48.328', '2024-05-25 16.36.53.003', '2024-05-25 16.36.57.078', '2024-05-25 16.37.01.344', '2024-05-25 16.37.04.961']"
5,lunge,6,0,1,node_1/mmWave/data/20240525163835_node_1_modality_mmwave_subject_5_activity_lunge_trial_1.pickle,imu/20240525163832_node_1_modality_imu.pickle,2024-05-25 16:38:34.261,11,"['2024-05-25 16.38.39.127', '2024-05-25 16.38.43.177', '2024-05-25 16.38.46.777', '2024-05-25 16.38.50.877', '2024-05-25 16.38.55.161', '2024-05-25 16.38.59.677', '2024-05-25 16.39.04.011', '2024-05-25 16.39.07.144', '2024-05-25 16.39.10.836', '2024-05-25 16.39.15.719', '2024-05-25 16.39.20.377']"
5,turn,9,0,1,node_1/mmWave/data/20240525164032_node_1_modality_mmwave_subject_5_activity_turn_trial_1.pickle,imu/20240525164029_node_1_modality_imu.pickle,2024-05-25 16:40:30.490,11,"['2024-05-25 16.40.34.640', '2024-05-25 16.40.41.690', '2024-05-25 16.40.49.231', '2024-05-25 16.40.56.348', '2024-05-25 16.41.03.023', '2024-05-25 16.41.08.881', '2024-05-25 16.41.14.440', '2024-05-25 16.41.20.365', '2024-05-25 16.41.26.098', '2024-05-25 16.41.31.590', '2024-05-25 16.41.36.581']"
5,legraise,7,0,1,node_1/mmWave/data/20240525164621_node_1_modality_mmwave_subject_5_activity_legraise_trial_1.pickle,imu/20240525164618_node_1_modality_imu.pickle,2024-05-25 16:46:20.367,11,"['2024-05-25 16.46.24.558', '2024-05-25 16.46.29.250', '2024-05-25 16.46.34.000', '2024-05-25 16.46.38.908', '2024-05-25 16.46.43.758', '2024-05-25 16.46.48.975', '2024-05-25 16.46.54.142', '2024-05-25 16.47.00.267', '2024-05-25 16.47.05.592', '2024-05-25 16.47.10.867', '2024-05-25 16.47.15.608']"
5,pickup,4,0,1,node_1/mmWave/data/20240525172342_node_1_modality_mmwave_subject_5_activity_pickup_trial_2.pickle,imu/20240525172339_node_1_modality_imu.pickle,2024-05-25 17:23:40.956,11,"['2024-05-25 17.23.44.281', '2024-05-25 17.23.48.347', '2024-05-25 17.23.53.406', '2024-05-25 17.23.58.139', '2024-05-25 17.24.02.589', '2024-05-25 17.24.07.422', '2024-05-25 17.24.13.256', '2024-05-25 17.24.17.872', '2024-05-25 17.24.24.306', '2024-05-25 17.24.29.031', '2024-05-25 17.24.35.022']"
5,stagger,11,0,1,node_1/mmWave/data/20240525195628_node_1_modality_mmwave_subject_5_activity_stagger_trial_2.pickle,imu/20240525195626_node_1_modality_imu.pickle,2024-05-25 19:56:28.305,11,"['2024-05-25 19.56.31.138', '2024-05-25 19.56.38.846', '2024-05-25 19.56.47.755', '2024-05-25 19.56.55.238', '2024-05-25 19.57.02.713', '2024-05-25 19.57.08.613', '2024-05-25 19.57.15.180', '2024-05-25 19.57.21.380', '2024-05-25 19.57.29.763', '2024-05-25 19.57.37.546', '2024-05-25 19.57.46.305']"
5,stretchoneself,8,0,1,node_1/mmWave/data/20240525201505_node_1_modality_mmwave_subject_5_activity_stretchoneself_trial_3.pickle,imu/20240525201502_node_1_modality_imu.pickle,2024-05-25 20:15:03.816,11,"['2024-05-25 20.15.07.616', '2024-05-25 20.15.11.441', '2024-05-25 20.15.15.807', '2024-05-25 20.15.19.691', '2024-05-25 20.15.23.516', '2024-05-25 20.15.27.932', '2024-05-25 20.15.31.707', '2024-05-25 20.15.35.732', '2024-05-25 20.15.39.999', '2024-05-25 20.15.45.591', '2024-05-25 20.15.49.857']"
6,sit,0,0,1,node_1/mmWave/data/20240526184018_node_1_modality_mmwave_subject_6_activity_sit_trial_1.pickle,imu/20240526184016_node_1_modality_imu.pickle,2024-05-26 18:40:17.573,11,"['2024-05-26 18.40.21.206', '2024-05-26 18.40.29.248', '2024-05-26 18.40.39.214', '2024-05-26 18.40.47.789', '2024-05-26 18.40.57.581', '2024-05-26 18.41.06.589', '2024-05-26 18.41.14.723', '2024-05-26 18.41.24.173', '2024-05-26 18.41.31.431', '2024-05-26 18.41.39.914', '2024-05-26 18.41.46.298']"
6,walk,1,0,1,node_1/mmWave/data/20240526184400_node_1_modality_mmwave_subject_6_activity_walk_trial_1.pickle,imu/20240526184355_node_1_modality_imu.pickle,2024-05-26 18:43:57.026,11,"['2024-05-26 18.44.01.592', '2024-05-26 18.44.08.701', '2024-05-26 18.44.16.659', '2024-05-26 18.44.23.301', '2024-05-26 18.44.32.042', '2024-05-26 18.44.40.792', '2024-05-26 18.44.47.117', '2024-05-26 18.44.56.167', '2024-05-26 18.45.03.901', '2024-05-26 18.45.11.784', '2024-05-26 18.45.19.359']"
6,bow,3,0,1,node_1/mmWave/data/20240526185023_node_1_modality_mmwave_subject_6_activity_bow_trial_1.pickle,imu/20240526185020_node_1_modality_imu.pickle,2024-05-26 18:50:18.485,11,"['2024-05-26 18.50.25.093', '2024-05-26 18.50.31.926', '2024-05-26 18.50.38.301', '2024-05-26 18.50.44.935', '2024-05-26 18.50.50.468', '2024-05-26 18.50.56.260', '2024-05-26 18.51.01.985', '2024-05-26 18.51.07.385', '2024-05-26 18.51.13.635', '2024-05-26 18.51.19.885', '2024-05-26 18.51.25.093']"
6,sleep,2,0,1,node_1/mmWave/data/20240526190233_node_1_modality_mmwave_subject_6_activity_sleep_trial_4.pickle,imu/20240526190230_node_1_modality_imu.pickle,2024-05-26 19:02:30.407,13,"['2024-05-26 19.02.34.748', '2024-05-26 19.02.39.232', '2024-05-26 19.02.43.998', '2024-05-26 19.02.48.032', '2024-05-26 19.02.51.890', '2024-05-26 19.02.55.240', '2024-05-26 19.02.59.773', '2024-05-26 19.03.04.432', '2024-05-26 19.03.11.465', '2024-05-26 19.03.16.182', '2024-05-26 19.03.21.623', '2024-05-26 19.03.26.848', '2024-05-26 19.03.30.365']"
6,jog,10,0,1,node_1/mmWave/data/20240526191422_node_1_modality_mmwave_subject_6_activity_jog_trial_3.pickle,imu/20240526191419_node_1_modality_imu.pickle,2024-05-26 19:14:21.365,11,"['2024-05-26 19.14.23.356', '2024-05-26 19.14.28.740', '2024-05-26 19.14.34.915', '2024-05-26 19.14.40.640', '2024-05-26 19.14.45.298', '2024-05-26 19.14.50.906', '2024-05-26 19.14.55.673', '2024-05-26 19.15.01.231', '2024-05-26 19.15.06.731', '2024-05-26 19.15.11.831', '2024-05-26 19.15.16.823']"
6,falldown,-1,1,0,node_1/mmWave/data/20240526191822_node_1_modality_mmwave_subject_6_activity_falldown_trial_1.pickle,imu/20240526191819_node_1_modality_imu.pickle,2024-05-26 19:18:21.577,10,"['2024-05-26 19.18.23.918', '2024-05-26 19.18.30.385', '2024-05-26 19.18.37.443', '2024-05-26 19.18.50.368', '2024-05-26 19.18.57.952', '2024-05-26 19.19.06.202', '2024-05-26 19.19.14.227', '2024-05-26 19.19.23.960', '2024-05-26 19.19.32.652', '2024-05-26 19.19.39.785']"
6,squat,5,0,1,node_1/mmWave/data/20240526193256_node_1_modality_mmwave_subject_6_activity_squat_trial_2.pickle,imu/20240526193253_node_1_modality_imu.pickle,2024-05-26 19:32:55.158,11,"['2024-05-26 19.32.58.233', '2024-05-26 19.33.02.566', '2024-05-26 19.33.07.216', '2024-05-26 19.33.11.366', '2024-05-26 19.33.15.466', '2024-05-26 19.33.19.524', '2024-05-26 19.33.23.991', '2024-05-26 19.33.29.233', '2024-05-26 19.33.33.383', '2024-05-26 19.33.37.708', '2024-05-26 19.33.41.491']"
6,lunge,6,0,1,node_1/mmWave/data/20240526193555_node_1_modality_mmwave_subject_6_activity_lunge_trial_1.pickle,imu/20240526193553_node_1_modality_imu.pickle,2024-05-26 19:35:54.605,11,"['2024-05-26 19.35.57.588', '2024-05-26 19.36.03.071', '2024-05-26 19.36.07.313', '2024-05-26 19.36.13.388', '2024-05-26 19.36.18.813', '2024-05-26 19.36.23.705', '2024-05-26 19.36.29.138', '2024-05-26 19.36.34.130', '2024-05-26 19.36.39.396', '2024-05-26 19.36.44.988', '2024-05-26 19.36.49.771']"
6,turn,9,0,1,node_1/mmWave/data/20240526193825_node_1_modality_mmwave_subject_6_activity_turn_trial_1.pickle,imu/20240526193822_node_1_modality_imu.pickle,2024-05-26 19:38:24.031,10,"['2024-05-26 19.38.27.231', '2024-05-26 19.38.32.556', '2024-05-26 19.38.41.506', '2024-05-26 19.38.50.306', '2024-05-26 19.38.59.489', '2024-05-26 19.39.09.522', '2024-05-26 19.39.17.931', '2024-05-26 19.39.26.497', '2024-05-26 19.39.37.456', '2024-05-26 19.39.46.947']"
6,legraise,7,0,1,node_1/mmWave/data/20240526194919_node_1_modality_mmwave_subject_6_activity_legraise_trial_3.pickle,imu/20240526194917_node_1_modality_imu.pickle,2024-05-26 19:49:19.261,11,"['2024-05-26 19.49.21.519', '2024-05-26 19.49.27.152', '2024-05-26 19.49.36.186', '2024-05-26 19.49.43.811', '2024-05-26 19.49.50.994', '2024-05-26 19.49.58.036', '2024-05-26 19.50.04.177', '2024-05-26 19.50.12.036', '2024-05-26 19.50.19.736', '2024-05-26 19.50.26.177', '2024-05-26 19.50.33.286']"
6,pickup,4,0,1,node_1/mmWave/data/20240526205404_node_1_modality_mmwave_subject_6_activity_pickup_trial_2.pickle,imu/20240526205359_node_1_modality_imu.pickle,2024-05-26 20:54:01.738,11,"['2024-05-26 20.54.06.213', '2024-05-26 20.54.11.213', '2024-05-26 20.54.17.588', '2024-05-26 20.54.22.088', '2024-05-26 20.54.27.638', '2024-05-26 20.54.33.571', '2024-05-26 20.54.38.788', '2024-05-26 20.54.43.621', '2024-05-26 20.54.48.513', '2024-05-26 20.54.53.563', '2024-05-26 20.54.58.129']"
7,sit,0,0,1,node_1/mmWave/data/20240527132253_node_1_modality_mmwave_subject_7_activity_sit_trial_1.pickle,imu/20240527132249_node_1_modality_imu.pickle,2024-05-27 13:22:51.120,11,"['2024-05-27 13.22.59.078', '2024-05-27 13.23.07.245', '2024-05-27 13.23.15.495', '2024-05-27 13.23.22.353', '2024-05-27 13.23.29.620', '2024-05-27 13.23.37.461', '2024-05-27 13.23.45.303', '2024-05-27 13.23.51.920', '2024-05-27 13.24.00.003', '2024-05-27 13.24.06.945', '2024-05-27 13.24.14.128']"
7,walk,1,0,1,node_1/mmWave/data/20240527132740_node_1_modality_mmwave_subject_7_activity_walk_trial_1.pickle,imu/20240527132737_node_1_modality_imu.pickle,2024-05-27 13:27:36.970,11,"['2024-05-27 13.27.42.470', '2024-05-27 13.27.51.003', '2024-05-27 13.27.59.545', '2024-05-27 13.28.09.486', '2024-05-27 13.28.19.078', '2024-05-27 13.28.28.145', '2024-05-27 13.28.36.945', '2024-05-27 13.28.46.453', '2024-05-27 13.28.53.320', '2024-05-27 13.29.02.295', '2024-05-27 13.29.09.245']"
7,bow,3,0,1,node_1/mmWave/data/20240527133316_node_1_modality_mmwave_subject_7_activity_bow_trial_2.pickle,imu/20240527133313_node_1_modality_imu.pickle,2024-05-27 13:33:13.859,11,"['2024-05-27 13.33.21.234', '2024-05-27 13.33.28.567', '2024-05-27 13.33.37.575', '2024-05-27 13.33.45.267', '2024-05-27 13.33.55.425', '2024-05-27 13.34.03.200', '2024-05-27 13.34.11.417', '2024-05-27 13.34.18.925', '2024-05-27 13.34.27.142', '2024-05-27 13.34.34.384', '2024-05-27 13.34.41.100']"
7,sleep,2,0,1,node_1/mmWave/data/20240527135035_node_1_modality_mmwave_subject_7_activity_sleep_trial_3.pickle,imu/20240527135032_node_1_modality_imu.pickle,2024-05-27 13:50:33.664,11,"['2024-05-27 13.50.37.689', '2024-05-27 13.50.42.389', '2024-05-27 13.50.46.797', '2024-05-27 13.50.51.564', '2024-05-27 13.50.58.714', '2024-05-27 13.51.05.089', '2024-05-27 13.51.13.072', '2024-05-27 13.51.17.897', '2024-05-27 13.51.23.022', '2024-05-27 13.51.28.147', '2024-05-27 13.51.34.164']"
7,jog,10,0,1,node_1/mmWave/data/20240527140049_node_1_modality_mmwave_subject_7_activity_jog_trial_1.pickle,imu/20240527140046_node_1_modality_imu.pickle,2024-05-27 14:00:48.290,11,"['2024-05-27 14.00.51.731', '2024-05-27 14.00.57.790', '2024-05-27 14.01.05.081', '2024-05-27 14.01.12.715', '2024-05-27 14.01.19.190', '2024-05-27 14.01.26.548', '2024-05-27 14.01.32.948', '2024-05-27 14.01.38.940', '2024-05-27 14.01.45.756', '2024-05-27 14.01.52.165', '2024-05-27 14.01.59.106']"
7,falldown,-1,1,0,node_1/mmWave/data/20240527140653_node_1_modality_mmwave_subject_7_activity_falldown_trial_2.pickle,imu/20240527140651_node_1_modality_imu.pickle,2024-05-27 14:06:52.406,11,"['2024-05-27 14.06.56.156', '2024-05-27 14.07.02.997', '2024-05-27 14.07.10.564', '2024-05-27 14.07.18.431', '2024-05-27 14.07.25.631', '2024-05-27 14.07.32.114', '2024-05-27 14.07.40.847', '2024-05-27 14.07.48.856', '2024-05-27 14.07.55.622', '2024-05-27 14.08.03.556', '2024-05-27 14.08.10.322']"
7,squat,5,0,1,node_1/mmWave/data/20240527143353_node_1_modality_mmwave_subject_7_activity_squat_trial_2.pickle,imu/20240527143349_node_1_modality_imu.pickle,2024-05-27 14:33:51.433,11,"['2024-05-27 14.33.54.958', '2024-05-27 14.33.59.083', '2024-05-27 14.34.03.549', '2024-05-27 14.34.08.099', '2024-05-27 14.34.11.991', '2024-05-27 14.34.16.974', '2024-05-27 14.34.21.724', '2024-05-27 14.34.25.566', '2024-05-27 14.34.30.316', '2024-05-27 14.34.35.158', '2024-05-27 14.34.39.091']"
7,lunge,6,0,1,node_1/mmWave/data/20240527143847_node_1_modality_mmwave_subject_7_activity_lunge_trial_2.pickle,imu/20240527143844_node_1_modality_imu.pickle,2024-05-27 14:38:45.319,11,"['2024-05-27 14.38.49.752', '2024-05-27 14.38.54.402', '2024-05-27 14.38.59.435', '2024-05-27 14.39.03.369', '2024-05-27 14.39.07.644', '2024-05-27 14.39.11.910', '2024-05-27 14.39.16.135', '2024-05-27 14.39.20.644', '2024-05-27 14.39.25.060', '2024-05-27 14.39.29.044', '2024-05-27 14.39.33.077']"
7,turn,9,0,1,node_1/mmWave/data/20240527144245_node_1_modality_mmwave_subject_7_activity_turn_trial_2.pickle,imu/20240527144242_node_1_modality_imu.pickle,2024-05-27 14:42:44.016,11,"['2024-05-27 14.42.48.899', '2024-05-27 14.42.53.632', '2024-05-27 14.42.58.541', '2024-05-27 14.43.02.891', '2024-05-27 14.43.07.966', '2024-05-27 14.43.12.474', '2024-05-27 14.43.16.991', '2024-05-27 14.43.21.616', '2024-05-27 14.43.25.849', '2024-05-27 14.43.30.641', '2024-05-27 14.43.34.424']"
7,legraise,7,0,1,node_1/mmWave/data/20240527144840_node_1_modality_mmwave_subject_7_activity_legraise_trial_1.pickle,imu/20240527144837_node_1_modality_imu.pickle,2024-05-27 14:48:38.445,11,"['2024-05-27 14.48.41.628', '2024-05-27 14.48.46.878', '2024-05-27 14.48.51.620', '2024-05-27 14.48.56.111', '2024-05-27 14.49.01.820', '2024-05-27 14.49.06.403', '2024-05-27 14.49.11.403', '2024-05-27 14.49.15.886', '2024-05-27 14.49.20.878', '2024-05-27 14.49.26.336', '2024-05-27 14.49.30.620']"
7,pickup,4,0,1,node_1/mmWave/data/20240527154600_node_1_modality_mmwave_subject_7_activity_pickup_trial_1.pickle,imu/20240527154558_node_1_modality_imu.pickle,2024-05-27 15:45:58.992,11,"['2024-05-27 15.46.03.050', '2024-05-27 15.46.09.958', '2024-05-27 15.46.16.333', '2024-05-27 15.46.22.867', '2024-05-27 15.46.28.708', '2024-05-27 15.46.34.708', '2024-05-27 15.46.41.008', '2024-05-27 15.46.47.758', '2024-05-27 15.46.54.058', '2024-05-27 15.47.01.650', '2024-05-27 15.47.08.792']"
7,stagger,11,0,1,node_1/mmWave/data/20240527175820_node_1_modality_mmwave_subject_7_activity_stagger_trial_2.pickle,imu/20240527175818_node_1_modality_imu.pickle,2024-05-27 17:58:19.307,12,"['2024-05-27 17.58.22.707', '2024-05-27 17.58.28.998', '2024-05-27 17.58.34.590', '2024-05-27 17.58.41.515', '2024-05-27 17.58.47.173', '2024-05-27 17.58.52.448', '2024-05-27 17.58.57.148', '2024-05-27 17.59.02.107', '2024-05-27 17.59.06.807', '2024-05-27 17.59.11.698', '2024-05-27 17.59.16.282', '2024-05-27 17.59.20.790']"
7,stretchoneself,8,0,1,node_1/mmWave/data/20240527180739_node_1_modality_mmwave_subject_7_activity_strechoneself_trial_2.pickle,imu/20240527180737_node_1_modality_imu.pickle,2024-05-27 18:07:38.379,11,"['2024-05-27 18.07.41.395', '2024-05-27 18.07.46.479', '2024-05-27 18.07.52.770', '2024-05-27 18.07.58.387', '2024-05-27 18.08.02.895', '2024-05-27 18.08.07.562', '2024-05-27 18.08.12.437', '2024-05-27 18.08.18.254', '2024-05-27 18.08.23.079', '2024-05-27 18.08.27.645', '2024-05-27 18.08.32.412']"
8,sit,0,0,1,node_1/mmWave/data/20240527204338_node_1_modality_mmwave_subject_8_activity_sit_trial_1.pickle,imu/20240527204334_node_1_modality_imu.pickle,2024-05-27 20:43:36.512,11,"['2024-05-27 20.43.38.853', '2024-05-27 20.43.47.462', '2024-05-27 20.43.58.695', '2024-05-27 20.44.10.895', '2024-05-27 20.44.23.537', '2024-05-27 20.44.34.112', '2024-05-27 20.44.45.228', '2024-05-27 20.44.55.695', '2024-05-27 20.45.07.245', '2024-05-27 20.45.16.403', '2024-05-27 20.45.28.720']"
8,walk,1,0,1,node_1/mmWave/data/20240527205020_node_1_modality_mmwave_subject_8_activity_walk_trial_2.pickle,imu/20240527205016_node_1_modality_imu.pickle,2024-05-27 20:50:17.677,11,"['2024-05-27 20.50.21.143', '2024-05-27 20.50.28.510', '2024-05-27 20.50.35.443', '2024-05-27 20.50.42.893', '2024-05-27 20.50.51.318', '2024-05-27 20.51.02.368', '2024-05-27 20.51.11.143', '2024-05-27 20.51.20.618', '2024-05-27 20.51.29.127', '2024-05-27 20.51.36.843', '2024-05-27 20.51.45.702']"
8,bow,3,0,1,node_1/mmWave/data/20240527205422_node_1_modality_mmwave_subject_8_activity_bow_trial_1.pickle,imu/20240527205418_node_1_modality_imu.pickle,2024-05-27 20:54:19.475,11,"['2024-05-27 20.54.25.366', '2024-05-27 20.54.31.025', '2024-05-27 20.54.37.575', '2024-05-27 20.54.43.500', '2024-05-27 20.54.51.016', '2024-05-27 20.54.57.775', '2024-05-27 20.55.04.666', '2024-05-27 20.55.10.325', '2024-05-27 20.55.17.008', '2024-05-27 20.55.23.633', '2024-05-27 20.55.29.075']"
8,sleep,2,0,1,node_1/mmWave/data/20240527205816_node_1_modality_mmwave_subject_8_activity_sleep_trial_2.pickle,imu/20240527205813_node_1_modality_imu.pickle,2024-05-27 20:58:15.285,11,"['2024-05-27 20.58.19.818', '2024-05-27 20.58.25.651', '2024-05-27 20.58.31.885', '2024-05-27 20.58.37.318', '2024-05-27 20.58.42.918', '2024-05-27 20.58.49.960', '2024-05-27 20.58.55.793', '2024-05-27 20.59.00.993', '2024-05-27 20.59.06.193', '2024-05-27 20.59.12.601', '2024-05-27 20.59.16.468']"
8,jog,10,0,1,node_1/mmWave/data/20240527212013_node_1_modality_mmwave_subject_8_activity_jog_trial_3.pickle,imu/20240527212010_node_1_modality_imu.pickle,2024-05-27 21:20:10.611,11,"['2024-05-27 21.20.16.794', '2024-05-27 21.20.21.444', '2024-05-27 21.20.27.544', '2024-05-27 21.20.33.152', '2024-05-27 21.20.39.069', '2024-05-27 21.20.44.202', '2024-05-27 21.20.49.086', '2024-05-27 21.20.54.161', '2024-05-27 21.21.01.519', '2024-05-27 21.21.07.019', '2024-05-27 21.21.12.269']"
8,falldown,-1,1,0,node_1/mmWave/data/20240527212615_node_1_modality_mmwave_subject_8_activity_falldown_trial_2.pickle,imu/20240527212612_node_1_modality_imu.pickle,2024-05-27 21:26:14.206,11,"['2024-05-27 21.26.18.939', '2024-05-27 21.26.31.272', '2024-05-27 21.26.44.622', '2024-05-27 21.26.55.697', '2024-05-27 21.27.09.622', '2024-05-27 21.27.19.664', '2024-05-27 21.27.30.622', '2024-05-27 21.27.42.147', '2024-05-27 21.27.52.422', '2024-05-27 21.28.01.547', '2024-05-27 21.28.11.597']"
8,squat,5,0,1,node_1/mmWave/data/20240527213627_node_1_modality_mmwave_subject_8_activity_squat_trial_1.pickle,imu/20240527213625_node_1_modality_imu.pickle,2024-05-27 21:36:26.262,11,"['2024-05-27 21.36.30.403', '2024-05-27 21.36.34.862', '2024-05-27 21.36.40.778', '2024-05-27 21.36.46.078', '2024-05-27 21.36.50.928', '2024-05-27 21.36.56.062', '2024-05-27 21.37.01.187', '2024-05-27 21.37.06.153', '2024-05-27 21.37.11.620', '2024-05-27 21.37.16.978', '2024-05-27 21.37.21.937']"
8,lunge,6,0,1,node_1/mmWave/data/20240527213913_node_1_modality_mmwave_subject_8_activity_lunge_trial_1.pickle,imu/20240527213910_node_1_modality_imu.pickle,2024-05-27 21:39:11.082,11,"['2024-05-27 21.39.16.065', '2024-05-27 21.39.22.140', '2024-05-27 21.39.28.273', '2024-05-27 21.39.33.040', '2024-05-27 21.39.38.923', '2024-05-27 21.39.44.373', '2024-05-27 21.39.49.023', '2024-05-27 21.39.53.915', '2024-05-27 21.39.59.432', '2024-05-27 21.40.04.882', '2024-05-27 21.40.09.590']"
8,turn,9,0,1,node_1/mmWave/data/20240527214139_node_1_modality_mmwave_subject_8_activity_turn_trial_1.pickle,imu/20240527214136_node_1_modality_imu.pickle,2024-05-27 21:41:35.663,11,"['2024-05-27 21.41.43.854', '2024-05-27 21.41.48.838', '2024-05-27 21.41.54.146', '2024-05-27 21.42.01.029', '2024-05-27 21.42.09.179', '2024-05-27 21.42.16.621', '2024-05-27 21.42.23.113', '2024-05-27 21.42.28.813', '2024-05-27 21.42.37.988', '2024-05-27 21.42.45.113', '2024-05-27 21.42.51.996']"
8,legraise,7,0,1,node_1/mmWave/data/20240527215319_node_1_modality_mmwave_subject_8_activity_legraise_trial_1.pickle,imu/20240527215315_node_1_modality_imu.pickle,2024-05-27 21:53:17.230,11,"['2024-05-27 21.53.23.096', '2024-05-27 21.53.28.630', '2024-05-27 21.53.34.096', '2024-05-27 21.53.40.613', '2024-05-27 21.53.47.321', '2024-05-27 21.53.53.038', '2024-05-27 21.54.00.555', '2024-05-27 21.54.07.013', '2024-05-27 21.54.13.105', '2024-05-27 21.54.18.755', '2024-05-27 21.54.23.105']"
